"Pokemon","Move","Type","Power","Acc","Lvl","HM","TM","Method"
"Voltorb","Light Screen","Psychic","—","—",29,NA,NA,"Level up"
"Voltorb","Swift","Normal","60","∞",36,NA,NA,"Level up"
"Voltorb","Explosion","Normal","170","100",43,NA,NA,"Level up"
"Voltorb","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Voltorb","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Voltorb","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Voltorb","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Voltorb","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Voltorb","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Voltorb","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Voltorb","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Voltorb","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Voltorb","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Voltorb","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Voltorb","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Voltorb","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Voltorb","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Voltorb","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Voltorb","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Voltorb","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Electrode","Screech","Normal","—","85",1,NA,NA,"Level up"
"Electrode","SonicBoom","Normal","—","90",1,NA,NA,"Level up"
"Electrode","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Electrode","SonicBoom","Normal","—","90",17,NA,NA,"Level up"
"Electrode","Selfdestruct","Normal","130","100",22,NA,NA,"Level up"
"Electrode","Light Screen","Psychic","—","—",29,NA,NA,"Level up"
"Electrode","Swift","Normal","60","∞",40,NA,NA,"Level up"
"Electrode","Explosion","Normal","170","100",50,NA,NA,"Level up"
"Electrode","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Electrode","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Electrode","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Electrode","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Electrode","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Electrode","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Electrode","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Electrode","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Electrode","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Electrode","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Electrode","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Electrode","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Electrode","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Electrode","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Electrode","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Electrode","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Electrode","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Electrode","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Electrode","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Exeggcute","Barrage","Normal","15","85",1,NA,NA,"Level up"
"Exeggcute","Hypnosis","Psychic","—","60",1,NA,NA,"Level up"
"Exeggcute","Reflect","Psychic","—","—",25,NA,NA,"Level up"
"Exeggcute","Leech Seed","Grass","—","90",28,NA,NA,"Level up"
"Exeggcute","Stun Spore","Grass","—","75",32,NA,NA,"Level up"
"Exeggcute","PoisonPowder","Poison","—","75",37,NA,NA,"Level up"
"Exeggcute","SolarBeam","Grass","120","100",42,NA,NA,"Level up"
"Exeggcute","Sleep Powder","Grass","—","75",48,NA,NA,"Level up"
"Exeggcute","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Exeggcute","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Exeggcute","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Exeggcute","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Exeggcute","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Exeggcute","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Exeggcute","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Exeggcute","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Exeggcute","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Exeggcute","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Exeggcute","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Exeggcute","Egg Bomb","Normal","100","75",NA,NA,37,"Technical Machine"
"Exeggcute","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Exeggcute","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Exeggcute","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Exeggcute","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Exeggutor","Barrage","Normal","15","85",1,NA,NA,"Level up"
"Exeggutor","Hypnosis","Psychic","—","60",1,NA,NA,"Level up"
"Exeggutor","Stomp","Normal","65","100",28,NA,NA,"Level up"
"Exeggutor","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Exeggutor","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Exeggutor","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Exeggutor","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Exeggutor","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Exeggutor","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Exeggutor","Mega Drain","Grass","40","100",NA,NA,21,"Technical Machine"
"Exeggutor","SolarBeam","Grass","120","100",NA,NA,22,"Technical Machine"
"Exeggutor","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Exeggutor","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Exeggutor","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Exeggutor","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Exeggutor","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Exeggutor","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Exeggutor","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Exeggutor","Egg Bomb","Normal","100","75",NA,NA,37,"Technical Machine"
"Exeggutor","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Exeggutor","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Exeggutor","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Exeggutor","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Cubone","Bone Club","Ground","65","85",1,NA,NA,"Level up"
"Cubone","Growl","Normal","—","100",1,NA,NA,"Level up"
"Cubone","Leer","Normal","—","100",25,NA,NA,"Level up"
"Cubone","Focus Energy","Normal","—","—",31,NA,NA,"Level up"
"Cubone","Thrash","Normal","90","100",38,NA,NA,"Level up"
"Cubone","Bonemerang","Ground","50","90",43,NA,NA,"Level up"
"Cubone","Rage","Normal","20","100",46,NA,NA,"Level up"
"Cubone","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Cubone","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Cubone","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Cubone","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Cubone","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Cubone","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Cubone","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Cubone","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Cubone","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Cubone","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Cubone","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Cubone","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Cubone","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Cubone","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Cubone","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Cubone","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Cubone","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Cubone","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Cubone","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Cubone","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Cubone","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Cubone","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Cubone","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Cubone","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Cubone","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Marowak","Bone Club","Ground","65","85",1,NA,NA,"Level up"
"Marowak","Focus Energy","Normal","—","—",1,NA,NA,"Level up"
"Marowak","Growl","Normal","—","100",1,NA,NA,"Level up"
"Marowak","Leer","Normal","—","100",1,NA,NA,"Level up"
"Marowak","Leer","Normal","—","100",25,NA,NA,"Level up"
"Marowak","Focus Energy","Normal","—","—",33,NA,NA,"Level up"
"Marowak","Thrash","Normal","90","100",41,NA,NA,"Level up"
"Marowak","Bonemerang","Ground","50","90",48,NA,NA,"Level up"
"Marowak","Rage","Normal","20","100",55,NA,NA,"Level up"
"Marowak","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Marowak","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Marowak","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Marowak","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Marowak","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Marowak","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Marowak","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Marowak","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Marowak","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Marowak","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Marowak","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Marowak","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Marowak","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Marowak","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Marowak","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Marowak","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Marowak","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Marowak","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Marowak","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Marowak","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Marowak","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Marowak","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Marowak","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Marowak","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Marowak","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Marowak","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Hitmonlee","Double Kick","Fighting","30","100",1,NA,NA,"Level up"
"Hitmonlee","Meditate","Psychic","—","—",1,NA,NA,"Level up"
"Hitmonlee","Rolling Kick","Fighting","60","85",33,NA,NA,"Level up"
"Hitmonlee","Jump Kick","Fighting","70","95",38,NA,NA,"Level up"
"Hitmonlee","Focus Energy","Normal","—","—",43,NA,NA,"Level up"
"Hitmonlee","Hi Jump Kick","Fighting","85","90",48,NA,NA,"Level up"
"Hitmonlee","Mega Kick","Normal","120","75",53,NA,NA,"Level up"
"Hitmonlee","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Hitmonlee","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Hitmonlee","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Hitmonlee","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Hitmonlee","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Hitmonlee","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Hitmonlee","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Hitmonlee","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Hitmonlee","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Hitmonlee","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Hitmonlee","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Hitmonlee","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Hitmonlee","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Hitmonlee","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Hitmonlee","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Hitmonlee","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Hitmonlee","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Hitmonlee","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Hitmonlee","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Hitmonchan","Agility","Psychic","—","—",1,NA,NA,"Level up"
"Hitmonchan","Comet Punch","Normal","18","85",1,NA,NA,"Level up"
"Hitmonchan","Fire Punch","Fire","75","100",33,NA,NA,"Level up"
"Hitmonchan","Ice Punch","Ice","75","100",38,NA,NA,"Level up"
"Hitmonchan","ThunderPunch","Electric","75","100",43,NA,NA,"Level up"
"Hitmonchan","Mega Punch","Normal","80","85",48,NA,NA,"Level up"
"Hitmonchan","Counter","Fighting","—","100",53,NA,NA,"Level up"
"Hitmonchan","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Hitmonchan","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Hitmonchan","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Hitmonchan","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Hitmonchan","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Hitmonchan","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Hitmonchan","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Hitmonchan","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Hitmonchan","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Hitmonchan","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Hitmonchan","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Hitmonchan","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Hitmonchan","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Hitmonchan","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Hitmonchan","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Hitmonchan","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Hitmonchan","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Hitmonchan","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Hitmonchan","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Lickitung","Supersonic","Normal","—","55",1,NA,NA,"Level up"
"Lickitung","Wrap","Normal","15","85",1,NA,NA,"Level up"
"Lickitung","Stomp","Normal","65","100",7,NA,NA,"Level up"
"Lickitung","Disable","Normal","—","55",15,NA,NA,"Level up"
"Lickitung","Defense Curl","Normal","—","—",23,NA,NA,"Level up"
"Lickitung","Slam","Normal","80","75",31,NA,NA,"Level up"
"Lickitung","Screech","Normal","—","85",39,NA,NA,"Level up"
"Lickitung","Cut","Normal","50","95",NA,1,NA,"Hidden Machine"
"Lickitung","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Lickitung","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Lickitung","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Lickitung","Swords Dance","Normal","—","—",NA,NA,3,"Technical Machine"
"Lickitung","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Lickitung","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Lickitung","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Lickitung","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Lickitung","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Lickitung","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Lickitung","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Lickitung","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Lickitung","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Lickitung","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Lickitung","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Lickitung","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Lickitung","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Lickitung","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Lickitung","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Lickitung","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Lickitung","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Lickitung","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Lickitung","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Lickitung","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Lickitung","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Lickitung","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Lickitung","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Lickitung","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Lickitung","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Koffing","Smog","Poison","20","70",1,NA,NA,"Level up"
"Koffing","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Koffing","Sludge","Poison","65","100",32,NA,NA,"Level up"
"Koffing","SmokeScreen","Normal","—","100",37,NA,NA,"Level up"
"Koffing","Selfdestruct","Normal","130","100",40,NA,NA,"Level up"
"Koffing","Haze","Ice","—","—",45,NA,NA,"Level up"
"Koffing","Explosion","Normal","170","100",48,NA,NA,"Level up"
"Koffing","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Koffing","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Koffing","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Koffing","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Koffing","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Koffing","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Koffing","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Koffing","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Koffing","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Koffing","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Koffing","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Koffing","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Weezing","Sludge","Poison","65","100",1,NA,NA,"Level up"
"Weezing","Smog","Poison","20","70",1,NA,NA,"Level up"
"Weezing","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Weezing","Sludge","Poison","65","100",32,NA,NA,"Level up"
"Weezing","SmokeScreen","Normal","—","100",39,NA,NA,"Level up"
"Weezing","Selfdestruct","Normal","130","100",43,NA,NA,"Level up"
"Weezing","Haze","Ice","—","—",49,NA,NA,"Level up"
"Weezing","Explosion","Normal","170","100",53,NA,NA,"Level up"
"Weezing","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Weezing","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Weezing","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
